appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews,review_score,success,log_success,log_reviews,log_playtime
212070,Star Conflict,2013-02-27,1,Star Gem Inc.,Gaijin Entertainment,windows;mac;linux,0,Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support,Action;Free to Play;Massively Multiplayer;Simulation,Free to Play;Space;Action,213,8647,2796,4623,113,2000000-5000000,0.0,11443,0.755658481167526,8647.0,9.065083359319043,9.345220854170002,8.439015410352214
212160,Vindictus,2012-06-22,1,devCAT,NEXON Korea Corp. & NEXON America Inc.,windows,0,Single-player;Multi-player;MMO;Co-op;Partial Controller Support,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Hack and Slash,0,3646,1460,408,249,1000000-2000000,0.0,5106,0.7140618879749314,3646.0,8.20166019080868,8.538367426647644,6.013715156042802
212390,Continent of the Ninth Seal,2012-09-13,1,Cloud 9 Studio,Webzen,windows,0,Multi-player;MMO,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,0,892,334,48,48,500000-1000000,0.0,1226,0.7275693311582382,892.0,6.794586580876499,7.112327444710911,3.8918202981106265
212500,The Lord of the Rings Online™,2012-06-06,1,"Standing Stone Games, LLC","Standing Stone Games, LLC",windows;mac,0,MMO,Free to Play;Massively Multiplayer;RPG,Free to Play;MMORPG;Massively Multiplayer,0,6860,1644,892,300,2000000-5000000,0.0,8504,0.8066792097836313,6860.0,8.833608482690892,9.048409504829962,6.794586580876499
212800,Super Crate Box,2012-08-29,1,Vlambeer,Vlambeer,windows;mac;linux,0,Single-player,Action;Free to Play;Indie,Free to Play;Indie;Platformer,0,5951,702,34,39,1000000-2000000,0.0,6653,0.8944836915677138,5951.0,8.691482576512929,8.802973456578423,3.555348061489413
213390,Atooms to Moolecules Demo,2012-04-06,1,BitSits Games,BitSits Games,windows,0,Single-player,Indie;Casual,Indie;Casual,0,9,6,0,0,0-20000,0.0,15,0.6,9.0,2.302585092994046,2.772588722239781,0.0
213650,Dwarfs - F2P,2012-10-18,1,Power of 2,Tripwire Interactive,windows;mac,0,Single-player,Casual;Free to Play;Indie;Strategy,Free to Play;Strategy;Casual,29,1327,225,30,49,500000-1000000,0.0,1552,0.8550257731958762,1327.0,7.191429330036379,7.347943823148687,3.4339872044851463
214420,Gear Up,2015-01-28,1,Doctor Entertainment AB,Doctor Entertainment AB,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Multiplayer;Robots,27,6383,2225,139,39,2000000-5000000,0.0,8608,0.7415195167286245,6383.0,8.761550139129644,9.060563446657955,4.941642422609304
215080,WAKFU,2014-09-18,1,Ankama Studio,Ankama Games,windows;mac;linux,0,Multi-player;MMO;Steam Achievements;Steam Trading Cards,Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;Massively Multiplayer;Turn-Based Strategy,146,4413,1335,2258,1086,1000000-2000000,0.0,5748,0.7677453027139874,4413.0,8.392536586816682,8.656781205623291,7.7226775164680035
215280,Secret World Legends,2017-07-31,1,Funcom,Funcom,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards,Action;Adventure;Free to Play;Massively Multiplayer;RPG,MMORPG;Massively Multiplayer;RPG,0,4420,2106,645,408,1000000-2000000,0.0,6526,0.6772908366533864,4420.0,8.394121193826242,8.783702698635217,6.470799503782602
215830,Closers,2018-02-06,1,Naddic Games,En Masse Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Free to Play;Massively Multiplayer;RPG,Anime;Free to Play;Massively Multiplayer,0,2061,734,194,283,500000-1000000,0.0,2795,0.7373881932021467,2061.0,7.631431664576906,7.935945103353701,5.272999558563747
215870,Dungeon-Party,2013-03-13,1,Cyanide Studio,Bigben Interactive,windows,0,Multi-player,Free to Play;Massively Multiplayer,Free to Play;Massively Multiplayer;Multiplayer,20,154,231,1,1,200000-500000,0.0,385,0.4,154.0,5.043425116919247,5.955837369464831,0.6931471805599453
216150,MapleStory,2012-08-09,1,Nexon,Nexon America Inc.,windows,0,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards,Casual;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0,3629,1711,71,106,1000000-2000000,0.0,5340,0.6795880149812734,3629.0,8.196987927258897,8.58316818033977,4.276666119016055
217750,Age of Conan: Unchained,2013-02-22,1,Funcom,Funcom,windows,0,MMO,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0,874,397,148,135,500000-1000000,0.0,1271,0.6876475216365067,874.0,6.774223886357614,7.148345743900068,5.003946305945459
218230,PlanetSide 2,2012-11-20,1,Daybreak Game Company,Daybreak Game Company,windows,0,Multi-player;MMO;Steam Trading Cards,Action;Free to Play;Massively Multiplayer,Free to Play;Massively Multiplayer;FPS,0,35968,7753,1051,150,5000000-10000000,0.0,43721,0.8226710276526155,35968.0,10.490412735357983,10.685606686898335,6.958448393297656
219340,The Banner Saga: Factions,2013-02-25,1,Stoic,Versus Evil,windows;mac,0,Multi-player;Cross-Platform Multiplayer,Free to Play;Indie;RPG;Strategy,Free to Play;Strategy;RPG,42,569,202,95245,190489,200000-500000,0.0,771,0.7380025940337225,569.0,6.345636360828596,6.648984550024776,11.464218297356489
219700,Dogs of War Online,2014-02-04,1,Cyanide Studio,Bigben Interactive,windows,0,Multi-player;Steam Trading Cards,Free to Play;Strategy,Free to Play;Strategy;Turn-Based Strategy,10,447,250,29,29,200000-500000,0.0,697,0.6413199426111909,447.0,6.104793232414985,6.548219102762372,3.4011973816621555
219830,King Arthur's Gold,2013-11-05,1,Transhuman Design,Transhuman Design,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Free to Play;Indie,Action;Multiplayer;2D,64,3127,643,384,378,200000-500000,0.0,3770,0.8294429708222811,3127.0,8.048149101665201,8.235095497258357,5.953243334287785
222500,Rail Adventures - VR Tech Demo,2016-08-25,1,exosyphen studios,exosyphen studios,windows,0,Single-player;Partial Controller Support,Action;Free to Play;Indie;Racing,Free to Play;Action;Racing,0,16,17,0,0,20000-50000,0.0,33,0.4848484848484848,16.0,2.833213344056216,3.5263605246161616,0.0
222520,Champions of Regnum,2013-02-27,1,NGD Studios,NGD Studios,windows;mac;linux,0,MMO;Cross-Platform Multiplayer,Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,0,514,322,43,43,200000-500000,0.0,836,0.6148325358851675,514.0,6.244166900663736,6.729824070489475,3.784189633918261
223710,Cry of Fear,2013-04-25,1,Team Psykskallar,Team Psykskallar,windows,0,Single-player;Co-op;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure;Indie,Horror;Free to Play;Co-op,0,20990,3497,3830,74,2000000-5000000,0.0,24487,0.8571895291379099,20990.0,9.951849053414008,10.105938480625248,8.25088114470065
223750,DCS World Steam Edition,2013-08-02,1,Eagle Dynamics SA,The Fighter Collection,windows,0,Single-player;Multi-player;Captions available;VR Support;Partial Controller Support;Includes level editor,Free to Play;Simulation,Simulation;Flight;Free to Play,0,5083,1534,2343,3454,2000000-5000000,0.0,6617,0.768172888015717,5083.0,8.533853632309345,8.797548488481558,7.759614150696903
224000,Project Eagle: A 3D Interactive Mars Base,2018-11-27,1,Blackbird Interactive,Blackbird Interactive,windows,0,Single-player;Steam Achievements,Free to Play;Simulation,Free to Play;Simulation;Mars,6,269,91,0,0,100000-200000,0.0,360,0.7472222222222222,269.0,5.598421958998375,5.8888779583328805,0.0
224260,No More Room in Hell,2013-10-31,1,No More Room in Hell Team,Lever Games,windows;mac;linux,0,Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Captions available;VR Support;Partial Controller Support;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Zombies;Survival,107,48190,5747,2661,180,5000000-10000000,0.0,53937,0.8934497654671191,48190.0,10.782927560612269,10.89559051777123,7.886832998955056
224600,Defiance,2014-06-04,1,Trion Worlds,Trion Worlds,windows,18,Multi-player;MMO;Co-op;Steam Trading Cards;Partial Controller Support,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Open World,0,9150,2808,953,324,2000000-5000000,0.0,11958,0.7651781234320121,9150.0,9.12161844191538,9.389239411968807,6.860663671448287
225600,Blade Symphony,2014-05-07,1,Puny Human,Puny Human,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Partial Controller Support;Steam Cloud;Stats;Includes level editor;Includes Source SDK,Action;Indie,Fighting;Action;Multiplayer,26,3129,1537,413,370,200000-500000,0.0,4666,0.6705957993999143,3129.0,8.048788283534199,8.448271745949816,6.025865973825314
225840,Sven Co-op,2016-01-22,1,Sven Co-op Team,Sven Co-op Team,windows,18,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support;Steam Cloud,Action;Casual;Free to Play;Indie,Free to Play;Multiplayer;Co-op,0,12211,1173,407,56,2000000-5000000,0.0,13384,0.9123580394500896,12211.0,9.410174353854767,9.501889955954454,6.0112671744041615
227220,Sang-Froid - Tales of Werewolves,2013-04-05,1,Artifice Studio,Artifice Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG;Strategy,Strategy;Tower Defense;Action,33,1480,209,203,305,200000-500000,0.0,1689,0.8762581409117821,1480.0,7.300472814267799,7.432483807917119,5.318119993844216
227940,Heroes & Generals,2016-10-18,1,RETO MOTO,RETO MOTO,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;World War II;Multiplayer,0,65856,34416,1752,76,10000000-20000000,0.0,100272,0.6567735758736237,65856.0,11.095241003723723,11.515651745288512,7.469083884921234
228200,Company of Heroes,2006-09-11,1,Relic Entertainment,SEGA,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy,Strategy;World War II;RTS,0,2526,287,1475,465,500000-1000000,0.0,2813,0.8979736935655883,2526.0,7.834788107388194,7.942362237674335,7.297091005160418
228320,A Valley Without Wind 2,2013-02-18,1,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support,Action;Adventure;Indie;Strategy,Action;Indie;Strategy,210,94,97,0,0,100000-200000,0.0,191,0.4921465968586387,94.0,4.553876891600541,5.2574953720277815,0.0
230310,Akaneiro: Demon Hunters,2014-11-25,1,Spicy Horse,Spicy Horse,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Free to Play;Indie;RPG,RPG;Action;Indie,41,114,207,0,0,50000-100000,0.0,321,0.3551401869158878,114.0,4.74493212836325,5.7745515455444085,0.0
230410,Warframe,2013-03-25,1,Digital Extremes,Digital Extremes,windows,16,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Free to Play,Free to Play;Action;Co-op,187,226541,20268,5845,394,20000000-50000000,0.0,246809,0.9178798179969124,226541.0,12.330685637178698,12.416374088831086,8.673512945671192
233510,Lunnye Devitsy,2009-07-01,1,Boss Baddie,Boss Baddie,windows,0,Single-player;Full controller support;Steam Trading Cards,Casual;Indie,Indie;Casual;Platformer,10,103,52,82,82,20000-50000,0.0,155,0.6645161290322581,103.0,4.6443908991413725,5.049856007249537,4.418840607796598
234330,MARVEL Puzzle Quest,2013-12-05,1,Demiurge Studios,D3 Go!,windows,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer,Casual;Free to Play;RPG,Free to Play;Puzzle;Match 3,0,2341,1051,0,0,200000-500000,0.0,3392,0.6901533018867925,2341.0,7.758760544157663,8.129469764784231,0.0
234820,Driver Fusion - The Best Driver & Device Solution,2013-05-06,1,Treexy,Treexy,windows,0,Steam Achievements;Steam Cloud;Stats,Education;Software Training;Utilities;Web Publishing,Utilities;Education;Web Publishing,12,184,88,0,0,0-20000,0.0,272,0.6764705882352942,184.0,5.220355825078324,5.60947179518496,0.0
235340,Prime World,2014-03-31,1,Nival,Nival,windows,0,Multi-player;MMO;Co-op;Steam Trading Cards,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;MOBA;Strategy,0,1954,1378,28,33,500000-1000000,0.0,3332,0.5864345738295318,1954.0,7.578145472419466,8.11162807830774,3.367295829986474
235400,King’s Bounty: Legions,2013-12-10,1,Nival,Nival,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer,Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;RPG,0,617,577,19,19,200000-500000,0.0,1194,0.516750418760469,617.0,6.42648845745769,7.085901464365611,2.995732273553991
236110,Dungeon Defenders II,2017-06-20,1,Trendy Entertainment,Trendy Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Free to Play;Indie;RPG;Strategy,Free to Play;Tower Defense;Multiplayer,18,10766,3802,523,217,2000000-5000000,0.0,14568,0.7390170236133993,10766.0,9.284241179815718,9.586651262653996,6.261491684321042
236390,War Thunder,2013-08-15,1,Gaijin Entertainment,Gaijin Entertainment,windows;mac;linux,0,Single-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Partial Controller Support,Action;Free to Play;Massively Multiplayer;Simulation,Free to Play;World War II;Multiplayer,46,83852,22166,4200,297,10000000-20000000,0.0,106018,0.7909222962138505,83852.0,11.336820544786644,11.571373602314706,8.343077871169383
237310,Elsword,2014-07-02,1,KOG,KOG Games,windows,0,Single-player;Multi-player;MMO;Co-op,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Free to Play;Anime;RPG,0,4755,1511,796,54,1000000-2000000,0.0,6266,0.7588573252473667,4755.0,8.467162257810672,8.743053050224676,6.680854678790215
238260,Pinball Arcade,2013-11-04,1,FarSight Studios,FarSight Studios,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Free to Play;Simulation,Pinball;Simulation;Free to Play,300,2175,812,6,6,500000-1000000,0.0,2987,0.7281553398058253,2175.0,7.685243607975833,8.002359546252707,1.9459101490553128
238960,Path of Exile,2013-10-23,1,Grinding Gear Games,Grinding Gear Games,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Action RPG;Hack and Slash,120,71593,6117,5263,492,10000000-20000000,0.0,77710,0.9212842619997428,71593.0,11.178766550554732,11.2607520964772,8.568646473005153
240320,Panzar,2013-11-25,1,Panzar Studio,OVALIS INVESTMENTS LIMITED,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;Partial Controller Support,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Multiplayer,0,2987,1609,2218,1617,1000000-2000000,0.0,4596,0.6499129677980853,2987.0,8.002359546252707,8.433159195806228,7.704811922932594
242720,GunZ 2: The Second Duel,2014-05-01,1,"Masangsoft, Inc.","Masangsoft, Inc.",windows,0,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Captions available,Action;Free to Play;Indie,Free to Play;Action;Multiplayer,183,6865,3424,450,254,2000000-5000000,0.0,10289,0.6672174166585674,6865.0,8.834336974017637,9.238927828828094,6.111467339502679
244050,Rise of Flight United,2013-09-05,1,777 Studios,1C-777,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Stats,Free to Play;Simulation,Simulation;Flight;World War I,89,736,668,37,37,200000-500000,0.0,1404,0.5242165242165242,736.0,6.602587892189336,7.247792581767846,3.6375861597263857
244590,Epigenesis,2014-08-01,1,Dead Shark Triplepunch,Dead Shark Triplepunch,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Sports,Action;Sports;Indie,11,807,418,139,158,200000-500000,0.0,1225,0.6587755102040816,807.0,6.694562058521095,7.111512116496157,4.941642422609304
244930,SNOW,2019-02-14,1,Poppermost Productions;WastedStudios,Crytek,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;In-App Purchases;Steam Cloud;Steam Leaderboards,Free to Play;Indie;Simulation;Sports,Sports;Free to Play;Multiplayer,33,7235,3754,8180,64,1000000-2000000,0.0,10989,0.6583856583856584,7235.000000000001,8.886823846515187,9.304741047397666,9.0095696715137
245410,Wizardry 6: Bane of the Cosmic Forge,2013-09-10,1,Sir-Tech,"Gamepot, Inc.;Nightdive Studios",windows;mac;linux,0,Single-player,Adventure;RPG,RPG;Adventure;First-Person,0,82,36,0,0,50000-100000,0.0,118,0.6949152542372882,82.0,4.418840607796598,4.77912349311153,0.0
245430,Wizardry 7: Crusaders of the Dark Savant,2013-09-10,1,Sir-Tech,"Gamepot, Inc.;Nightdive Studios",windows;mac;linux,0,Single-player,Adventure;RPG,RPG;Adventure;Classic,0,71,23,0,0,50000-100000,0.0,94,0.7553191489361702,71.0,4.276666119016055,4.553876891600541,0.0
246820,Jeklynn Heights,2016-05-25,1,"Vex Studios, LLC","Vex Studios, LLC",windows,0,Multi-player,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,0,14,4,0,0,0-20000,0.0,18,0.7777777777777778,14.0,2.70805020110221,2.9444389791664403,0.0
248570,Toribash,2014-05-16,1,Nabi Studios,"Nicalis, Inc.",windows;mac;linux,0,Single-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Includes level editor,Action;Free to Play;Indie;Strategy,Free to Play;Fighting;Multiplayer,24,11143,1563,130,42,2000000-5000000,0.0,12706,0.8769872501180545,11143.0,9.318656515459642,9.449908301704534,4.875197323201151
250420,8BitMMO,2015-01-26,1,Archive Entertainment,Archive Entertainment,windows;mac;linux,0,MMO;Steam Achievements;Steam Trading Cards;Includes level editor,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Pixel Graphics,24,2822,1972,31,31,500000-1000000,0.0,4794,0.5886524822695035,2822.0,7.945555428253489,8.475328987317539,3.4657359027997265
250600,The Plan,2014-02-14,1,Krillbite Studio,Krillbite Studio,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Free to Play;Indie,Free to Play;Indie;Atmospheric,1,19476,1644,8,11,500000-1000000,0.0,21120,0.9221590909090908,19476.0,9.8769895612299,9.95802308518414,2.19722457733622
